284	790
112	956
170	694
225	609
239	578
145	504
542	553
724	502
775	477
879	270
684	344
621	295
608	220
682	86
772	97
804	430
955	764
237	976
190	555
381	145
240	227
147	240
255	419
420	295
494	523
992	109
723	208
405	358
45	557
31	526
24	480
242	383
901	685
885	874
992	962
933	988
727	887
710	861
677	862
737	619
474	169
303	20
470	898
519	938
501	947
261	950
362	829
412	810
372	794
340	771
