100	20811.5
300	19856.9
400	18500.6
500	18270.1
600	17851.6
700	16924.9
800	16404.4
900	16228.6
1000	15116.2
1300	15074.1
1400	14819.8
1500	14331.8
1600	14261.9
1700	13824.1
1800	13732.4
1900	13429.5
2000	13331.8
2100	13076.1
2200	12568.3
2400	12150.9
2500	11884
2700	11854.3
2900	11824.6
3000	11819.4
